appid,title_new,rank_new,price_text_new,release_text_new
3720040,Hide Zone,1875,Free,Coming soon
2491830,Zero Losses,1876,Free,Coming soon
2433790,Tiny Tires,1877,Unpriced (Coming Soon),To be announced
1355060,Supermarket Manager,1878,Unpriced (Coming Soon),To be announced
2524410,It's Hot Pot Time!,1879,Unpriced (Coming Soon),To be announced
748810,Vikings On Trampolines,1880,Free,Coming soon
1335780,Flight Attendant Simulator,1882,Free,Coming soon
1889700,Archrebel Tactics,1883,Unpriced (Coming Soon),To be announced
1570220,Mythos: Build & Survive,1884,Free,Coming soon
2985880,Farming Camp,1885,Unpriced (Coming Soon),To be announced
2750770,Threads of You: Beyond the Bay,1887,Unpriced (Coming Soon),To be announced
4133290,DownSouth,1888,Free,Coming soon
2211000,INANIMA,1889,Free,Coming soon
3335460,Broken Sword - The Smoking Mirror: Reforged,1890,Free,Coming soon
2301940,BLOW-UP: AVENGE HUMANITY,1891,Free,Coming soon
3514750,Fantasy Burger,1892,Unpriced (Coming Soon),To be announced
1779060,The Age of Hell,1893,Free,Coming soon
1170580,Acid Knife,1894,Unpriced (Coming Soon),To be announced
3352150,Bushcraft Simulator,1895,Unpriced (Coming Soon),To be announced
2517080,Psychotic Bathtub,1896,Unpriced (Coming Soon),2026
2714930,Harbor,1897,Unpriced (Coming Soon),2026
3800200,Ramshackle,1898,Free,Coming soon
2614590,Online Obsession,1899,Free,Coming soon
2069170,Obsidian Legion,1900,Free,Coming soon
1466310,AC-130 Gunship Operator,1901,Unpriced (Coming Soon),To be announced
3008590,Relics of the Oracle,1902,Unpriced (Coming Soon),To be announced
3260040,Cold Abyss,1903,Free,Coming soon
3340830,Idle Cave Miner 2,1904,Free,Coming soon
907500,The Peterson Case,1905,Unpriced (Coming Soon),To be announced
3581760,Out of Love,1906,Unpriced (Coming Soon),To be announced
2770330,Chaos Front,1907,Unpriced (Coming Soon),September 2026
2678670,END OF BACK WORLD,1909,Free,Coming soon
1440340,Cannon Foundry Simulator,1910,Unpriced (Coming Soon),To be announced
3307770,NCORE,1911,Free,Coming soon
2659600,Ammossum,1913,Free,Coming soon
3053990,To The Grave: The Wildlands of Faenora,1914,Unpriced (Coming Soon),2026
1264390,Dreamjob: Programmer Simulator - Learn Programming Games,1916,Unpriced (Coming Soon),To be announced
1895460,D-topia,1917,Unpriced (Coming Soon),"Jul 14, 2026"
1781190,IMMORTAL: And the Death that Follows,1918,Unpriced (Coming Soon),To be announced
3251280,Rivals Hover League,1919,Free,Coming soon
2454600,Ironsand,1920,Unpriced (Coming Soon),2026
2860490,Warota: I Live Next to The Demon King's Castle LOL,1922,Unpriced (Coming Soon),2026
2402500,Hayaku! Island of Darkness,1923,Unpriced (Coming Soon),To be announced
2324410,Summerhill,1924,Unpriced (Coming Soon),To be announced
3004390,The Cave Diver,1925,Free,Coming soon
3002740,Project Solaris,1926,Free,Coming soon
1123240,Greyskin,1927,Unpriced (Coming Soon),Q4 2026
1535520,CyberTown,1929,Free,Coming soon
3676080,World In The Abyss,1930,Unpriced (Coming Soon),2026
4207990,GemCraft - Legacy Collection,1933,Unpriced (Coming Soon),2026
1794000,Remnants of R'lyeh,1934,Free,Coming soon
2537430,Solar Smash: Annihilation,1936,Free,Coming soon
1562030,Ronin: Samurai Redemption,1937,Free,Coming soon
3219390,The Ballad of Bellum,1938,Free,Coming soon
616780,Age of Space,1939,Free,Coming soon
3813870,BLOK,1940,Free,Coming soon
3470550,"We, Junk Artists",1941,Unpriced (Coming Soon),August 2026
3950440,Lootbane,1942,Unpriced (Coming Soon),2026
662340,Renaine,1943,Free,Coming soon
3734010,Project Retrograde: The Becoming,1945,Unpriced (Coming Soon),To be announced
4165930,Dawn of the Dying,1946,Free,Coming soon
4382260,Castaway Diary: Portal to the Unknown Isles,1947,Unpriced (Coming Soon),2026
2819400,Disc Golf Masters,1948,Unpriced (Coming Soon),To be announced
2761800,COMBAT PILOT: CARRIER QUALIFICATION,1949,Unpriced (Coming Soon),To be announced
3164260,GORECORE,1950,Unpriced (Coming Soon),To be announced
1803500,Runeforge,1951,Free,Coming soon
1285720,The Hauntings,1952,Free,Coming soon
1198690,REBORN: Survival,1953,Free,Coming soon
4012150,BREKEKEKEX,1955,Unpriced (Coming Soon),To be announced
1629660,Moonshell Island,1956,Unpriced (Coming Soon),To be announced
2087880,Ending Tau,1957,Unpriced (Coming Soon),2026
2357380,Tako no Himitsu: Ocean of Secrets,1958,Unpriced (Coming Soon),To be announced
3088510,Spellsided,1959,Unpriced (Coming Soon),To be announced
1179280,PROJECT D : Human Risen,1960,Free,Coming soon
1587600,Broken Veil,1961,Unpriced (Coming Soon),To be announced
2436870,Sigilfarer: A Dice-Rolling Roguelite,1962,Unpriced (Coming Soon),2026
1640990,TRPG Workshop,1963,Free,Coming soon
3529910,The Great Coffee Caper,1967,Free,Coming soon
2073150,Eldritch Empathy,1968,Unpriced (Coming Soon),To be announced
2104610,I Am A Caterpillar,1969,Unpriced (Coming Soon),To be announced
1280660,Rollercoaster Mechanic,1970,Unpriced (Coming Soon),To be announced
3824720,Descent Of Lunaris,1972,Unpriced (Coming Soon),2026
4144090,Shores of Vaelithar,1973,Unpriced (Coming Soon),To be announced
1506730,What Never Was: Chapter II,1974,Unpriced (Coming Soon),To be announced
2709910,Five Nights at Cobson's,1975,Free,Coming soon
1871460,Beasts of Steel,1977,Unpriced (Coming Soon),To be announced
3357600,MOTHERLAND,1979,Free,Coming soon
2686570,Waltz and Jam,1981,Free,Coming soon
2321890,Swordeye,1982,Unpriced (Coming Soon),2026
3619300,TONIN:兎忍,1983,Unpriced (Coming Soon),To be announced
3601860,Tamer Town,1985,Unpriced (Coming Soon),2026
1192230,Octopus City Blues,1986,Unpriced (Coming Soon),2026
4128600,Farnia Village,1987,Unpriced (Coming Soon),To be announced
2648900,The World Well: Blood of Caro,1988,Free,Coming soon
4134650,Bones and Coins,1989,Unpriced (Coming Soon),Q3 2026
1568550,FIRST,1992,Unpriced (Coming Soon),To be announced
4158420,Starship Command: Orion Spur,1993,Free,Coming soon
2396130,Australia Did It,1994,Free,Coming soon
3025300,TRUST,1995,Free,Coming soon
1415600,Frequency: Chernobyl,1996,Free,Coming soon
1368160,Heart Of Muriet,1997,Unpriced (Coming Soon),2026
1660440,Way To The Woods,1998,Unpriced (Coming Soon),To be announced
4337710,The Abased,1999,Unpriced (Coming Soon),To be announced
1800250,Void Soul Awakening,2000,Free,Coming soon
809550,Death from Unknown: Survival,2001,Free,Coming soon
2825330,Dark Nest: Snake Contract,2002,Unpriced (Coming Soon),To be announced
1167110,Rubi: The Wayward Mira,2003,Unpriced (Coming Soon),To be announced
2940460,Kitty Kart 64,2006,Unpriced (Coming Soon),To be announced
3014860,Icy Tower,2007,Unpriced (Coming Soon),2026
2925520,AOKAKI,2008,Free,Q2 2027
3863810,NAMMO,2012,Unpriced (Coming Soon),To be announced
905540,FRIGID,2014,Free,Coming soon
1610360,UKIYO,2015,Unpriced (Coming Soon),To be announced
2120350,WRONGED US,2016,Unpriced (Coming Soon),To be announced
3447070,Emergency Call - The Firefighting Simulation 3,2017,Unpriced (Coming Soon),To be announced
2229910,Demiurgos,2018,Unpriced (Coming Soon),To be announced
3991390,A Kingdom of Soil,2019,Free,Q2 2027
2015420,Portal Versus,2020,Free,To be announced
1333930,World's Worst Handyman,2021,Free,Coming soon
3258010,Tesera,2022,Free,To be announced
2763310,Untethered,2025,Free,2027
1973760,Shell Soldier,2026,Free,Coming soon
3783980,Above: Colonies of the Mist,2027,Unpriced (Coming Soon),To be announced
1710110,Bad Boro,2028,Unpriced (Coming Soon),To be announced
2219390,Imperial Ambitions,2029,Unpriced (Coming Soon),2026
1858210,Kindred Fates,2031,Free,Coming soon
1808960,Firearms Factory,2033,Unpriced (Coming Soon),2026
3728900,Nobility Simulator,2034,Unpriced (Coming Soon),To be announced
2496590,Untraveled Lands: Chantico,2036,Free,Coming soon
3693970,Plant Tales,2037,Unpriced (Coming Soon),To be announced
1425780,Fishkeeper,2038,Free,Coming soon
757550,Football Story,2039,Unpriced (Coming Soon),To be announced
1503490,FarmZone,2041,Unpriced (Coming Soon),To be announced
1896310,Backrooms of Reality,2042,Free,Coming soon
1899550,Knights of the Deep,2044,Free,Coming soon
1700930,Furcifer's Fungeon,2045,Unpriced (Coming Soon),2026
3146440,SPORTAL,2046,Unpriced (Coming Soon),"Jun 11, 2026"
2271150,Loya,2047,Unpriced (Coming Soon),To be announced
3990360,The Darkside Detective: Backside of the Moon,2048,Unpriced (Coming Soon),To be announced
1497910,Eastern Tactics,2049,Unpriced (Coming Soon),To be announced
1241390,HAUNTED SPACE,2050,Free,Coming soon
1033540,Arvita,2051,Free,Coming soon
3170490,Cat Me If You Can,2052,Unpriced (Coming Soon),Q3 2026
1695530,Seen 2,2053,Free,Coming soon
3859210,Rhythm Animal Café,2054,Unpriced (Coming Soon),Q2 2026
3345260,Empire in Decay,2055,Unpriced (Coming Soon),"Jul 23, 2026"
3182050,Free as birds : UAZO,2056,Unpriced (Coming Soon),To be announced
2845310,Hoodies Squad: Alcoholypse,2057,Free,Coming soon
3699990,SteelFront,2058,Free,Coming soon
2766240,Portal: System Failure,2059,Free,To be announced
3235140,GANGSTALK,2061,Unpriced (Coming Soon),2026
3423990,Frozen Ship,2063,Unpriced (Coming Soon),"Jul 17, 2026"
1979290,魔女旅店 Witches Tavern,2064,Unpriced (Coming Soon),To be announced
3448070,BPM Bitcrushed,2065,Unpriced (Coming Soon),To be announced
1502290,My Neighbor Alice,2067,Free,Coming soon
2470990,Llamalandia,2068,Unpriced (Coming Soon),To be announced
3396920,Settler's Domain,2069,Unpriced (Coming Soon),2026
1897030,Prison King,2070,Free,Coming soon
2585710,Curiosmos,2071,Unpriced (Coming Soon),To be announced
4221820,Die for Pay,2073,Unpriced (Coming Soon),2026
2322070,RhythMania,2076,Unpriced (Coming Soon),To be announced
1122230,Knights & Outlaws,2078,Unpriced (Coming Soon),To be announced
4043810,Syncblade,2079,Free,Coming soon
1821600,Glyde The Dragon™,2081,Free,Coming soon
2801940,Scavenger T.O.M,2082,Unpriced (Coming Soon),To be announced
2393290,They Speak From The Abyss: Zenith,2084,Free,Coming soon
3542300,Car Wash Together,2085,Unpriced (Coming Soon),Q4 2026
904850,Fat[EX] Courier Simulator,2086,Unpriced (Coming Soon),To be announced
3417530,Panzer Dragoon Zwei: Remake,2087,Free,Coming soon
1286230,Fields of History: The Great War,2088,Unpriced (Coming Soon),To be announced
3579070,Disposable Corps: Tactical Trench Warfare,2089,Free,Coming soon
1558030,Tales of Anturia: Farathan,2090,Unpriced (Coming Soon),2026
3867080,Darklord's Tower,2092,Unpriced (Coming Soon),To be announced
1609270,Touhou Koi-Mystery: Legend and Fantasy of Monsters,2093,Unpriced (Coming Soon),To be announced
4187860,Sunday Scaries,2095,Free,Coming soon
4165660,Dungeon Treaders,2096,Unpriced (Coming Soon),2026
17750,Obsidian Conflict,2097,Free,Coming soon
2257830,Moth Kubit,2098,Free,Coming soon
1690100,Cosminers,2100,Unpriced (Coming Soon),2026
1412810,Kokopa's Atlas,2102,Free,Coming soon
1081830,Blood And Mead,2103,Free,Coming soon
3433800,Moonbrella,2104,Unpriced (Coming Soon),2026
2113270,DISDAIN,2105,Free,Coming soon
3495990,FEAR FA 98,2106,Free,Coming soon
2621540,Masada,2108,Unpriced (Coming Soon),To be announced
2081720,Epic Hero Game,2109,Unpriced (Coming Soon),To be announced
2841650,Sniper Dan,2111,Unpriced (Coming Soon),2026
2691090,14:  Overmind,2112,Free,Coming soon
2152830,BadSmith,2113,Free,Coming soon
1962360,RUNNING WITH RIFLES: EASTERN FRONT,2114,Free,Coming soon
2404960,Paranormal Records,2115,Unpriced (Coming Soon),To be announced
3989650,Stop the Press!,2116,Unpriced (Coming Soon),To be announced
4421440,Pierrot,2117,Unpriced (Coming Soon),To be announced
2530620,Soul Devourer,2118,Unpriced (Coming Soon),To be announced
4001820,Armaphract,2120,Free,Coming soon
2755270,"South Scrimshaw, Part Two",2121,Free,To be announced
2435810,BLACK BOX LSS - The Merciful Savior,2123,Unpriced (Coming Soon),2026
1915870,The Blue Cat,2124,Unpriced (Coming Soon),To be announced
2284190,Poglings,2125,Unpriced (Coming Soon),To be announced
3393720,Ramen Shop Simulator,2126,Unpriced (Coming Soon),Q3 2026
3383670,Hotel Investigation 09,2127,Unpriced (Coming Soon),To be announced
1592200,EXP: War Trauma,2128,Free,Coming soon
1662160,K-pop Idol Stories: Road to Debut,2129,Unpriced (Coming Soon),2026
3446770,Sakura Arms ~Radiant Duels~,2130,Unpriced (Coming Soon),2026
3680470,Touhou Dream Duel,2131,Unpriced (Coming Soon),2026
1425990,From Day To Day,2132,Free,To be announced
3660360,Deadly Deals,2133,Unpriced (Coming Soon),2026
3979580,ARBITER 131,2134,Free,Coming soon
2446620,Communite,2135,Free,Coming soon
3507960,Idlemancer,2137,Unpriced (Coming Soon),Q3 2026
1223030,Ami,2138,Free,Coming soon
3194740,FUMEHEAD,2139,Unpriced (Coming Soon),To be announced
2302770,Space Gears,2140,Free,To be announced
594230,GLITCHED,2141,Free,Coming soon
2068380,SCP: Directive Nine,2142,Unpriced (Coming Soon),To be announced
1462160,Arclands,2143,Unpriced (Coming Soon),To be announced
3797460,frutiger aero,2144,Unpriced (Coming Soon),To be announced
4444800,Obey Me! Sinner's Choice: Lucifer,2145,Unpriced (Coming Soon),2026
4234320,Dithered,2146,Unpriced (Coming Soon),"Jul 23, 2026"
2446760,YASUKE: A Lost Descendant,2148,Unpriced (Coming Soon),To be announced
2850290,Brightfall,2149,Unpriced (Coming Soon),To be announced
3705900,President Simulator,2150,Unpriced (Coming Soon),2026
1532910,Supermarket Simulator,2151,Unpriced (Coming Soon),To be announced
4180840,Shadowstone,2152,Unpriced (Coming Soon),2026
2971500,Fast Food - Restaurant Simulator,2154,Unpriced (Coming Soon),To be announced
864170,Midnight Horde,2156,Unpriced (Coming Soon),Q3 2026
2083940,DROSS,2157,Unpriced (Coming Soon),2026
4290680,Flock of the Seraphim,2159,Unpriced (Coming Soon),July 2026
2913610,"What Awaits, Aleksey?",2160,Unpriced (Coming Soon),Q2 2026
4264000,Orion Blue,2161,Unpriced (Coming Soon),2026
4437450,Nekopara Sekai Connect,2162,Free,2026
3235150,Exile Protocol,2164,Free,Coming soon
3613050,Gravebound,2165,Unpriced (Coming Soon),Q2 2026
2636060,Dark Continent,2166,Unpriced (Coming Soon),To be announced
3325610,IDET,2167,Free,Coming soon
1536790,GIANTESS PLAYGROUND,2168,Free,Coming soon
2410360,Mirth Island,2169,Unpriced (Coming Soon),To be announced
3061730,Skateboard Knight,2170,Unpriced (Coming Soon),To be announced
1545080,Arran: The Book of Heroes,2172,Unpriced (Coming Soon),To be announced
3730680,Table Tactics: physics-driven tabletop battles,2173,Unpriced (Coming Soon),To be announced
2388440,Battlecore Robots,2174,Unpriced (Coming Soon),Q4 2026
2124500,Forlorn Memories,2175,Unpriced (Coming Soon),To be announced
1161780,OTHER: Her Loving Embrace,2176,Unpriced (Coming Soon),To be announced
791630,Tale of Ronin,2178,Free,Coming soon
3222890,Taste of the Wind,2179,Unpriced (Coming Soon),Q3 2026
2451390,Witchmarsh: Tea Party of the Damned,2180,Unpriced (Coming Soon),2026
2749050,"Coins, Crown & Cabal",2182,Free,Coming soon
1754250,We Took That Trip,2183,Free,Coming soon
3948470,RUNNING WITH RIFLES 2,2184,Unpriced (Coming Soon),To be announced
1894120,ILL NESS,2185,Free,Coming soon
1764280,Dungeons of the Amber Griffin,2186,Free,2027
3993200,b-e-e-t-l-e: be right back!,2187,Free,Coming soon
2928190,There is NO PLAN B,2188,Free,Coming soon
4281060,Police Officer,2189,Unpriced (Coming Soon),2026
2527970,Sea Of Rifts,2190,Unpriced (Coming Soon),To be announced
1220390,[Chilla's Art] Jimmu | 神武,2191,Free,Coming soon
2882850,Portal: Singularity Collapse,2192,Free,To be announced
2765790,Dreadweave,2193,Free,Coming soon
3202730,Reforj,2194,Unpriced (Coming Soon),To be announced
4073320,Funus: The Climb,2195,Free,Coming soon
2144500,Love n War: Warlord by Chance II,2196,Unpriced (Coming Soon),To be announced
3048330,Mirage Noir,2198,Unpriced (Coming Soon),Q4 2026
1681140,Pagan Age,2199,Unpriced (Coming Soon),To be announced
2823820,Category 6,2200,Free,Coming soon
1085830,Knights of Frontier Valley,2201,Free,Coming soon
3297080,The Sisterhood Pasture: Cozy Folklore Farming,2202,Unpriced (Coming Soon),To be announced
1617120,Good Heavens!,2203,Unpriced (Coming Soon),July 2026
3772990,Solbrand,2205,Unpriced (Coming Soon),To be announced
1355160,Dad by the Sword,2206,Unpriced (Coming Soon),To be announced
2450350,Fat Goblins,2207,Unpriced (Coming Soon),2026
1810070,Aperture: Salt Mines,2208,Free,To be announced
3375110,Tiny Eden,2209,Unpriced (Coming Soon),2026
2647870,Defenders of Etheria,2210,Free,Coming soon
2810210,Codename CURE II,2211,Free,Coming soon
3353590,Jinn Hunter,2213,Unpriced (Coming Soon),To be announced
2985520,The Player Who Can't Level Up,2216,Free,Coming soon
1221950,Nighthawks,2217,Unpriced (Coming Soon),2026
4109980,Riftwalker,2219,Unpriced (Coming Soon),To be announced
3332120,Dark Island: Faded Memories,2220,Free,Coming soon
2477710,Nimbit Frontier,2221,Unpriced (Coming Soon),2026
4402200,Project Tomorrow,2222,Unpriced (Coming Soon),Q3 2026
3141630,Montabi,2224,Unpriced (Coming Soon),2026
1327200,Redneck Party,2225,Unpriced (Coming Soon),To be announced
2133850,Broken Reality 2000,2226,Unpriced (Coming Soon),"Jul 22, 2026"
4089610,Eldritch Horror: Digital Edition,2227,Free,2027
2176770,Ragnarok Begins,2228,Free,Coming soon
3299010,External,2229,Unpriced (Coming Soon),2026
3299850,The Last Phoenix,2230,Unpriced (Coming Soon),August 2026
2391610,"HORSE LIFE: find horses in open world, survive in wild nature as a foal or pony",2231,Free,Coming soon
2066740,ASMR Food Experience,2233,Free,Coming soon
1678350,EXOCIDE,2236,Free,Coming soon
2994600,Lysward,2237,Unpriced (Coming Soon),To be announced
2371430,Lavrock：Last Fortress,2238,Unpriced (Coming Soon),To be announced
4262800,Pilot 6174: Orbital Survival,2239,Free,2027
3967130,Wild West Miner Simulator,2240,Unpriced (Coming Soon),Q3 2026
3393850,Dicewood,2241,Unpriced (Coming Soon),2026
1826770,Alice is Dead: Hearts and Diamonds,2242,Free,2027
3589430,Heidi's Legacy: Mountains Calling,2243,Free,Coming soon
2916700,Attack on Titan 3 - A.O.T.3,2244,Unpriced (Coming Soon),To be announced
2987920,FPV Military Kamikaze Drone Simulator,2245,Free,Coming soon
1151300,Lumbermill,2246,Free,Coming soon
3593660,Chain-Chillas,2247,Free,Coming soon
3187240,Voice Changer AI Engine,2248,Free,Coming soon
4183270,StellarDrive,2249,Unpriced (Coming Soon),To be announced
4137270,RV,2252,Free,Coming soon
3396160,Warfactory: Automation RTS,2253,Unpriced (Coming Soon),Q4 2026
1949610,Luminous Nights,2255,Free,2027
1730460,Nainai’s Recipe,2256,Free,Coming soon
2836460,Cozy Marbles,2257,Unpriced (Coming Soon),2026
1339490,American Camper Simulator,2258,Unpriced (Coming Soon),To be announced
4143700,PinKeep,2259,Unpriced (Coming Soon),2026
3010170,Fangtopia,2261,Unpriced (Coming Soon),To be announced
4537820,Overcome Your Fears - Lighthouse,2262,Unpriced (Coming Soon),2026
1421190,Security Guard,2263,Unpriced (Coming Soon),To be announced
3509400,A Heavy Morning,2264,Free,Coming soon
3755930,The Severed Gods,2265,Unpriced (Coming Soon),2026
1237250,Cloudscape,2266,Unpriced (Coming Soon),To be announced
3855320,ABYSS REBEL,2268,Unpriced (Coming Soon),2026
1596350,Spiritlink Tactics,2270,Free,Coming soon
3157290,The Wicker Devil,2271,Free,Coming soon
4252700,Archon Soul,2272,Unpriced (Coming Soon),Q3 2026
3798840,Reytrieve Odyssey,2273,Unpriced (Coming Soon),To be announced
4097280,Resonant Q,2274,Unpriced (Coming Soon),To be announced
2495730,Provoron,2275,Free,Coming soon
3353800,Golden Swirl,2276,Unpriced (Coming Soon),2026
3363050,Piñata Puppy World,2277,Unpriced (Coming Soon),Q4 2026
3908940,Inferno Protocol,2279,Unpriced (Coming Soon),2026
2928040,The Legend of Baboo,2280,Unpriced (Coming Soon),To be announced
2622180,Detective Fantasia: EXCALIMURDER,2281,Unpriced (Coming Soon),2026
3925750,Generic Fighter Maybe,2282,Free,Coming soon
1639510,Primal Dominion: Aftermath,2283,Free,Coming soon
3348690,Lionhearts,2284,Unpriced (Coming Soon),To be announced
2420800,Sol Mates,2285,Unpriced (Coming Soon),To be announced
4077880,Cantarella: Dominion of Qualia,2286,Unpriced (Coming Soon),To be announced
2363330,Witch World,2288,Free,Coming soon
3536500,Tunguska 2: Whitefall,2289,Unpriced (Coming Soon),To be announced
2237320,Dwarf Delve,2290,Unpriced (Coming Soon),To be announced
3561930,Liquid Lungs,2291,Free,2027
1553640,There's no way that tsundere girl I met in the infirmary will be my girlfriend,2292,Unpriced (Coming Soon),Q4 2026
2551970,Outcast Tales,2294,Free,Coming soon
3853110,Crusaders Quest : MergeChess,2296,Free,Coming soon
3128360,Touhou Akis' Farm,2298,Unpriced (Coming Soon),To be announced
1460010,Cryospace - survival horror in space,2299,Free,Coming soon
2007430,Blast Cats,2301,Free,Coming soon
3536680,wYzards,2302,Free,Coming soon
4168190,Crimson Banner: War of Liberation,2303,Unpriced (Coming Soon),Q3 2026
3907830,Car Crime Simulator,2304,Free,Q1 2027
3869940,War of Banners,2305,Unpriced (Coming Soon),Q3 2026
2138340,Ships Simulator 2024,2306,Unpriced (Coming Soon),To be announced
4298700,Escape By Spoon,2307,Free,Coming soon
2799820,FSA DRIVING,2308,Unpriced (Coming Soon),September 2026
4030360,Undertaker,2309,Unpriced (Coming Soon),Q4 2026
2592230,Spectra,2310,Unpriced (Coming Soon),To be announced
4030970,Sweatpants Savior: Worlds Beyond,2313,Unpriced (Coming Soon),2026
3019200,Little Herbal Baker,2314,Free,Coming soon
3144060,World of the dead,2315,Free,Coming soon
1725710,Demi and the Fractured Dream,2316,Unpriced (Coming Soon),2026
2244780,Abyss World : Apocalypse,2317,Free,To be announced
4412000,Zad Archery,2321,Unpriced (Coming Soon),2026
1997330,OMUT,2323,Unpriced (Coming Soon),To be announced
2145090,Combustion,2324,Free,Coming soon
4098230,Flats Full of Cats,2325,Free,2026
1362620,Camper Renovator,2326,Unpriced (Coming Soon),To be announced
2105260,Pizza Kidd,2327,Free,Coming soon
3015360,Shiba Sweet,2328,Free,Coming soon
2838030,Witherbloom,2329,Unpriced (Coming Soon),To be announced
2682980,The Bunny Graveyard II,2331,Unpriced (Coming Soon),To be announced
3061930,CLUTCH,2332,Free,2027
3429280,ATOM RPG 2,2333,Unpriced (Coming Soon),To be announced
4418500,Fangstorm,2335,Unpriced (Coming Soon),To be announced
2105070,Another Space Opera - Episode 1: The Wake of The Giant,2336,Free,Coming soon
3919400,黄莓C HuangmeiC,2337,Free,Coming soon
1155850,Lost Viking: Kingdom of Women,2338,Unpriced (Coming Soon),2026
1784650,BOSS FIGHTERS,2339,Free,Coming soon
3334170,Tales of Tuscany,2341,Unpriced (Coming Soon),2026
3002610,Pebbles Quest,2342,Unpriced (Coming Soon),2026
2789170,Bernband,2343,Unpriced (Coming Soon),To be announced
1833210,Astromine,2344,Unpriced (Coming Soon),2026
4113050,Wabisabi SushiDerby,2345,Unpriced (Coming Soon),"Jul 15, 2026"
3252240,Mircea,2346,Unpriced (Coming Soon),To be announced
4465980,The Declutterers : No Dumpster Left Empty,2347,Free,Q2 2026
287820,Silent Escape: Induction,2348,Free,Coming soon
3003430,TINY METAL 2,2349,Unpriced (Coming Soon),To be announced
2363160,Haphazard Angel,2350,Unpriced (Coming Soon),To be announced
2349840,MOBA Esport Manager 25,2351,Free,Coming soon
1485640,The Day After,2352,Unpriced (Coming Soon),To be announced
3950130,Database Detective: Minor Crimes Division,2353,Unpriced (Coming Soon),July 2026
2184080,Echo Weaver,2354,Unpriced (Coming Soon),To be announced
2284840,Across the Wilds,2356,Free,Coming soon
668900,Murder Miners X,2357,Unpriced (Coming Soon),To be announced
3520410,10hit,2358,Unpriced (Coming Soon),2026
1765920,Gimle: The Broken Prophecy,2359,Free,Coming soon
487500,fault - SILENCE THE PEDANT,2360,Unpriced (Coming Soon),To be announced
2820270,Weeny Wise,2361,Unpriced (Coming Soon),Q2 2026
3971650,Lazy Witch's Factory,2362,Unpriced (Coming Soon),Q3 2026
3309160,Chronocracy,2363,Free,Coming soon
3357050,Cozy,2364,Free,2026
3846900,Sword Sage: Awakening,2365,Free,Coming soon
3981460,Total Tank Simulator 2,2366,Unpriced (Coming Soon),Q4 2026
3202220,Aldian of Ancients,2367,Unpriced (Coming Soon),To be announced
4031300,WORLD WAR V: LAST CALL,2368,Unpriced (Coming Soon),Q3 2026
4286120,Photomaly,2369,Free,Coming soon
3275400,PATLABOR the Case Files,2371,Free,Coming soon
4138920,Aliya: Timelink2 Dawn,2372,Unpriced (Coming Soon),2026
3258590,Void Dungeon,2373,Unpriced (Coming Soon),Q3 2026
2121640,The War in Chiapas,2374,Free,Coming soon
3034660,Dunebound Tactics,2375,Free,Coming soon
2706790,Quantic River,2376,Unpriced (Coming Soon),To be announced
4124320,Silent Road,2377,Free,Coming soon
2438110,Emergency Room Simulator,2378,Unpriced (Coming Soon),To be announced
1931930,Wrekless™,2379,Free,Coming soon
2197240,Exiler,2380,Free,Coming soon
2898770,Die Trying,2381,Unpriced (Coming Soon),To be announced
2560210,Astromeda,2382,Unpriced (Coming Soon),To be announced
1464330,I am Your Lawyer,2383,Unpriced (Coming Soon),To be announced
1388270,Effigy,2384,Unpriced (Coming Soon),To be announced
2791970,Delivery Driver Service,2385,Unpriced (Coming Soon),To be announced
4402250,Disgaea Mayhem,2387,Unpriced (Coming Soon),"Jul 23, 2026"
1418750,Paws and Leaves - A Last Tale,2389,Unpriced (Coming Soon),To be announced
2136340,KAKURIYO,2390,Free,Coming soon
2706660,Dragon survival,2391,Unpriced (Coming Soon),2026
1798110,Drug Lord Simulator,2392,Free,Coming soon
3248910,Deserter,2393,Unpriced (Coming Soon),Q4 2026
2095970,Voice.ai Live Voice Changer,2394,Free,Coming soon
2024400,Rygrad,2395,Free,Coming soon
3606780,Chunky JUMP!,2396,Unpriced (Coming Soon),2026
706680,Brave Earth: Prologue,2397,Unpriced (Coming Soon),To be announced
4307930,MECH OPS 2092,2398,Unpriced (Coming Soon),To be announced
672890,Sparkball,2399,Free,Q2 2026
2438180,Doggy Don't Care,2400,Free,Coming soon
3897280,Totopia,2402,Free,Coming soon
2778110,Project ZETA,2403,Free,Coming soon
247710,Battledroid,2405,Free,To be announced
2842310,Among Us Story: On Guard,2407,Unpriced (Coming Soon),To be announced
1445480,Determinant,2408,Unpriced (Coming Soon),2026
3509590,Rogue Stradale,2409,Free,Coming soon
1953770,Soulitaire,2410,Unpriced (Coming Soon),To be announced
1015370,eXpanSIM,2411,Free,Coming soon
3906360,Everhood Hunters,2412,Free,Coming soon
2584400,Beaten Path,2413,Unpriced (Coming Soon),2026
1174510,Call of Saregnar,2414,Unpriced (Coming Soon),To be announced
2543460,Van Helsing: The Lightmaker,2415,Unpriced (Coming Soon),To be announced
2540650,Keyframes,2417,Free,Q3 2026
2799910,Illegal Football,2418,Free,Coming soon
2477470,The Chronos Event,2419,Unpriced (Coming Soon),Q3 2026
2607420,Cat Life Simulator,2420,Free,Coming soon
3358590,Prolegomena To a Hyperdimensional Interface That Will Be Able to Manifest From Three-Minute Interchanges,2421,Unpriced (Coming Soon),2026
2755950,Tidebound,2422,Free,2027
2216840,BACKROOMS: NO RETURN,2423,Free,Coming soon
